 0
0 192.7712860107422
1 94.14509582519531
2 59.07430648803711
3 39.06484603881836
4 26.578060150146484
5 18.739229202270508
6 14.132116317749023
7 11.07433795928955
8 9.677071571350098
9 8.662908554077148
10 7.814301490783691
11 7.346242427825928
12 6.81878137588501
13 6.908925533294678
14 6.581517219543457
15 6.5789995193481445
16 6.528392314910889
17 6.452857494354248
18 6.385599613189697
19 6.413303852081299
20 6.399937152862549
21 6.385019779205322
22 6.267735958099365
23 6.187811374664307
24 6.243112564086914
25 6.086358547210693
26 6.060003757476807
27 6.074985027313232
28 6.075043678283691
29 6.002012729644775
30 5.967385292053223
31 5.836630821228027
32 5.870237827301025
33 5.865678787231445
34 5.755361080169678
35 5.700943470001221
36 5.704240798950195
