 0
0 0.0
1 0.0
2 0.0
3 0.0
4 0.0
5 0.0
6 0.009999999776482582
7 0.0024999999441206455
8 0.0024999999441206455
9 0.0
10 0.004999999888241291
11 0.007499999832361937
12 0.0
13 0.007499999832361937
14 0.007499999832361937
15 0.007499999832361937
16 0.004999999888241291
17 0.009999999776482582
18 0.004999999888241291
19 0.009999999776482582
20 0.0024999999441206455
21 0.004999999888241291
22 0.0024999999441206455
23 0.009999999776482582
24 0.0024999999441206455
25 0.007499999832361937
26 0.004999999888241291
27 0.007499999832361937
28 0.007499999832361937
29 0.009999999776482582
30 0.0024999999441206455
31 0.007499999832361937
32 0.007499999832361937
33 0.009999999776482582
34 0.01249999925494194
35 0.0
36 0.004999999888241291
